ID,MeasurementTitle,PlateName,WellID,Row,Column,RowName,ColumnName,WellName,Compound,Dose,GraphSeriesNo,ControlType,CellName,SampleVolume,ReagentVolume,Unit,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuclei) Area (AVG),[Cell] (Nuclei) Area (SD),[Cell] (Nuclei) X-CoordinateInWell (AVG),[Cell] (Nuclei) X-CoordinateInWell (SD),[Cell] (Nuclei) Y-CoordinateInWell (AVG),[Cell] (Nuclei) Y-CoordinateInWell (SD),[Cell] (Nuclei) MinX (AVG),[Cell] (Nuclei) MinX (SD),[Cell] (Nuclei) MaxX (AVG),[Cell] (Nuclei) MaxX (SD),[Cell] (Nuclei) MinY (AVG),[Cell] (Nuclei) MinY (SD),[Cell] (Nuclei) MaxY (AVG),[Cell] (Nuclei) MaxY (SD),[Cell] (Nuclei) Diameter (AVG),[Cell] (Nuclei) Diameter (SD),[Cell] (Nuclei) Circumference (AVG),[Cell] (Nuclei) Circumference (SD),[Cell] (Nuclei) Circularity (AVG),[Cell] (Nuclei) Circularity (SD),[Cell] (Nuclei) Compactness (AVG),[Cell] (Nuclei) Compactness (SD),[Cell] (Nuclei) Anisometry (AVG),[Cell] (Nuclei) Anisometry (SD),[Cell] (Nuclei) MeanIntensity CH1 (AVG),[Cell] (Nuclei) MeanIntensity CH1 (SD),[Cell] (Nuclei) MeanIntensity CH2 (AVG),[Cell] (Nuclei) MeanIntensity CH2 (SD),[Cell] (Foci (Nuclei)) COUNT (AVG),[Cell] (Foci (Nuclei)) COUNT (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (SD),[Cell] Focci intensity norm (AVG),[Cell] Focci intensity norm (SD)
1,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,128,6,8,F,8,F-08,NT,0,1,Test,,0,0,uM,2023-02-09 15:28:42 +01:00,1,0,,563,271.4479,53.1784,-63.2081,650.4276,-95.2445,615.3797,97.6368,57.5253,116.7172,57.6265,98.5848,56.7179,117.9636,56.7648,22.1515,2.7670,64.0350,6.2540,0.706748,0.105471,1.220719,0.154042,1.433112,0.259848,307.4003,36.2113,882.9598,147.9534,39.95,5.67,27065.16,5906.90,20055.39,5317.31,1304.7319,207.8770,1133.3690,193.6674,103.546777,31.266814
57,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,129,6,9,F,9,F-09,siCON1 ,0,2,Test,,0,0,uM,2023-02-09 15:31:34 +01:00,1,0,,580,266.3092,46.8502,43.7150,622.0260,-34.8434,654.5514,98.2808,56.7938,117.4541,56.9413,102.2723,57.1917,121.4551,57.2698,21.9761,2.2806,64.3167,5.7695,0.702361,0.099381,1.251992,0.132216,1.426851,0.245977,383.2287,41.2992,909.2833,148.6268,39.23,5.61,29227.99,6241.46,21870.70,6003.88,1374.3542,216.4201,1201.8442,211.6305,112.490764,28.948347
19,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,130,6,10,F,10,F-10,siCON2,0,3,Test,,0,0,uM,2023-02-09 15:34:26 +01:00,1,0,,426,315.6533,53.1727,-6.4579,570.7439,83.6838,623.5261,90.8352,57.4960,111.6125,57.3768,98.4575,57.8799,119.7276,58.1708,24.5629,2.7354,70.5493,6.0044,0.670572,0.114182,1.271159,0.138643,1.495864,0.305324,402.3757,43.5418,928.0419,149.7886,39.02,5.56,31400.78,6747.86,23665.06,6169.70,1433.5215,219.7524,1261.5617,218.5936,102.211849,27.606024
41,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,131,6,11,F,11,F-11,siLuc,0,4,Test,,0,0,uM,2023-02-09 15:37:18 +01:00,1,0,,258,278.5692,51.2023,98.0902,638.0302,230.4537,536.4147,91.4939,57.8878,111.0251,57.3207,106.8629,58.2365,126.4940,58.4064,23.0365,2.6750,65.3314,6.0629,0.673874,0.112389,1.235425,0.128698,1.518640,0.303130,400.5035,46.4160,977.6658,140.5132,38.00,5.29,31050.36,6425.19,24175.23,5921.36,1450.2703,212.8736,1294.6572,203.1073,114.765498,31.248377
6,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,132,6,12,F,12,F-12,siPLK1,0,5,Test,,0,0,uM,2023-02-09 15:40:10 +01:00,1,0,,23,174.7927,92.5806,168.9987,635.8909,-267.7770,594.9794,72.9222,51.5015,90.4312,53.1070,106.4363,47.7962,122.1930,48.9469,19.8531,4.4513,64.9445,17.3724,0.533147,0.105245,2.125194,0.825743,1.579743,0.282883,435.8102,61.0467,682.0868,230.5736,38.39,5.89,18666.60,8182.38,14543.70,5408.29,1056.2372,383.9012,939.6782,283.3445,126.784091,65.250537
3,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,133,6,13,F,13,F-13,siDDX17,0,6,Test,,0,0,uM,2023-02-09 15:43:01 +01:00,1,0,,137,290.2717,45.1132,40.5929,584.5296,226.8454,638.9558,71.7161,58.5213,91.7064,58.6217,123.5584,55.3009,143.4645,55.2274,23.4005,2.1477,66.3060,4.8881,0.679589,0.107496,1.216206,0.088634,1.499589,0.253529,396.0312,42.2738,1038.4578,123.5285,37.66,5.38,34802.30,6202.14,27025.95,6040.54,1575.8992,206.6096,1393.5038,212.9055,122.128281,25.594123
5,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,134,6,14,F,14,F-14,siSETX,0,7,Test,,0,0,uM,2023-02-09 15:45:53 +01:00,1,0,,551,208.4682,44.7751,-46.4690,626.3644,-39.2739,635.4626,100.9920,56.9090,117.9427,57.1754,97.4338,57.3665,114.3513,57.5564,19.7085,2.5084,56.6137,6.1816,0.684354,0.113275,1.244436,0.135585,1.471907,0.309565,474.6187,65.5985,730.5929,149.6175,39.82,5.72,19676.04,4591.89,15182.97,3538.35,1060.2978,173.3906,951.7830,143.1821,99.109134,32.598663
15,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,135,6,15,F,15,F-15,siMSH3,0,8,Test,,0,0,uM,2023-02-09 15:48:45 +01:00,1,0,,72,297.0676,54.2737,68.0236,606.4826,129.8430,652.2839,85.5048,61.1709,105.5950,61.2597,111.5982,59.7277,131.7393,59.1613,23.5169,2.7806,67.3687,6.3109,0.686703,0.108186,1.232113,0.122381,1.467770,0.279219,379.0549,43.3767,1030.3513,126.6407,38.24,5.89,35062.12,8147.71,28603.91,9002.89,1578.8078,259.1107,1460.0768,314.1730,122.024647,38.053763
25,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,136,6,16,F,16,F-16,siTHOC1,0,9,Test,,0,0,uM,2023-02-09 15:51:37 +01:00,1,0,,810,270.9946,46.2990,7.8476,634.7778,-135.3693,631.4035,97.9330,56.5595,117.0703,56.6881,97.9678,57.0988,117.2135,57.0808,22.2010,2.4326,63.7618,5.4153,0.703886,0.105620,1.206246,0.094185,1.439182,0.263054,422.6424,50.5983,716.4181,134.1423,39.54,5.71,23006.66,5083.34,17631.97,4307.06,1144.6179,179.7005,1017.4683,160.7595,87.490875,24.680597
24,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,137,6,17,F,17,F-17,NT,0,10,Test,,0,0,uM,2023-02-09 15:54:28 +01:00,1,0,,707,254.5266,49.8685,-52.0161,615.2986,-58.5502,584.1658,98.5987,57.8154,117.0259,57.7893,98.0107,58.5433,116.7287,58.5224,21.3029,2.5864,61.9330,5.9673,0.714625,0.100991,1.215665,0.109472,1.412593,0.247597,375.3390,45.3333,798.0561,150.9999,39.92,5.95,25039.70,5368.06,18063.23,4447.51,1220.3167,189.3219,1051.7657,168.0367,102.084415,30.244402
17,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,152,7,8,G,8,G-08,NT,0,1,Test,,0,0,uM,2023-02-09 16:24:16 +01:00,1,0,,563,246.4610,51.6425,-100.6297,629.8145,-177.7881,644.3000,96.1300,59.6165,114.4599,59.4389,94.3562,55.7508,112.7573,55.6791,21.4508,2.7868,61.2472,6.6031,0.685994,0.111749,1.228116,0.114265,1.484540,0.315560,407.1373,54.7048,655.1028,123.6439,39.85,5.80,19949.78,3875.06,15445.42,3346.13,1037.5851,142.3798,928.8534,130.4125,85.345534,28.904002
9,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,153,7,9,G,9,G-09,siCON1 ,0,2,Test,,0,0,uM,2023-02-09 16:21:25 +01:00,1,0,,669,240.5163,45.9860,10.7930,637.6149,-97.0559,631.6967,97.7305,56.9662,115.9550,57.0966,100.3551,56.2767,118.6708,56.5181,21.2772,2.5594,61.1379,5.8800,0.678965,0.108461,1.254673,0.132121,1.477973,0.304927,443.1491,56.2030,769.1121,150.1838,39.52,5.66,23438.85,5602.12,17671.68,4803.08,1177.1326,202.7071,1044.4315,185.6947,101.111245,31.591235
45,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,154,7,10,G,10,G-10,siCON2,0,3,Test,,0,0,uM,2023-02-09 16:18:33 +01:00,1,0,,587,280.7396,52.8817,-14.0082,588.3856,-61.1957,622.6665,94.9165,56.4881,114.8336,56.5183,95.6488,56.4261,115.8183,56.7061,23.6973,3.0138,67.3575,6.6286,0.642593,0.118659,1.309077,0.185726,1.561600,0.350775,442.1087,57.6013,704.5291,148.5537,39.56,5.73,22089.05,5376.03,16589.16,4437.84,1111.9228,191.0878,991.1097,168.9168,81.885743,26.811460
38,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,155,7,11,G,11,G-11,siLuc,0,4,Test,,0,0,uM,2023-02-09 16:15:41 +01:00,1,0,,485,255.7438,42.3477,73.9600,591.6531,-27.8657,598.4703,101.7062,59.1067,120.5730,59.0782,98.2329,59.5108,117.0788,59.7917,22.1786,2.5198,62.6426,5.3316,0.668009,0.111484,1.234436,0.119671,1.523437,0.315277,450.3313,55.0126,911.2535,152.0973,39.10,5.54,27842.76,5918.21,20981.30,5267.41,1325.7305,199.5693,1178.7123,197.1837,111.470047,28.554145
16,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,156,7,12,G,12,G-12,siPLK1,0,5,Test,,0,0,uM,2023-02-09 16:12:49 +01:00,1,0,,25,228.2307,73.4233,65.0226,719.7849,-31.7035,679.0724,105.1759,61.9553,123.8920,62.2230,83.7312,53.5009,101.7448,54.1328,21.1690,2.7619,68.1610,14.4495,0.626637,0.123640,1.789852,0.874146,1.427702,0.289548,486.6110,75.7047,616.6834,207.0910,38.44,5.24,19667.62,7801.46,15086.52,6181.97,1107.7993,350.8781,975.8063,272.8406,98.853365,55.436270
11,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,157,7,13,G,13,G-13,siDDX17,0,6,Test,,0,0,uM,2023-02-09 16:09:58 +01:00,1,0,,707,263.1866,48.0925,-23.1298,633.9440,-53.8720,602.1400,95.4997,59.5382,114.5773,59.4558,100.5539,58.8007,119.4793,58.7626,22.0985,2.6746,63.3183,6.0465,0.690217,0.108948,1.226343,0.114096,1.460678,0.281032,415.4445,51.2420,960.3717,136.3316,39.14,5.49,30284.85,5812.13,22503.90,5457.39,1421.1287,203.2398,1240.1656,197.3235,118.060440,27.940984
54,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,158,7,14,G,14,G-14,siSETX,0,7,Test,,0,0,uM,2023-02-09 16:07:06 +01:00,1,0,,816,231.9615,46.8525,-5.7133,630.4127,-44.7963,626.9242,96.4338,57.1782,114.3466,57.3233,100.8304,57.7237,118.6668,57.7854,20.7239,2.5820,59.6311,6.2110,0.688907,0.106754,1.238402,0.136077,1.458626,0.273658,434.1064,58.4128,810.4340,164.5214,39.65,5.76,24250.92,5325.89,17735.53,4450.25,1213.9511,201.8702,1053.0076,181.8160,109.377254,35.722323
