ID,MeasurementTitle,PlateName,WellGroupID,Compound,Dose,GraphSeriesNo,ControlType,CellName,SampleVolume,ReagentVolume,Unit,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuclei) Area (AVG),[Cell] (Nuclei) Area (SD),[Cell] (Nuclei) X-CoordinateInWell (AVG),[Cell] (Nuclei) X-CoordinateInWell (SD),[Cell] (Nuclei) Y-CoordinateInWell (AVG),[Cell] (Nuclei) Y-CoordinateInWell (SD),[Cell] (Nuclei) MinX (AVG),[Cell] (Nuclei) MinX (SD),[Cell] (Nuclei) MaxX (AVG),[Cell] (Nuclei) MaxX (SD),[Cell] (Nuclei) MinY (AVG),[Cell] (Nuclei) MinY (SD),[Cell] (Nuclei) MaxY (AVG),[Cell] (Nuclei) MaxY (SD),[Cell] (Nuclei) Diameter (AVG),[Cell] (Nuclei) Diameter (SD),[Cell] (Nuclei) Circumference (AVG),[Cell] (Nuclei) Circumference (SD),[Cell] (Nuclei) Circularity (AVG),[Cell] (Nuclei) Circularity (SD),[Cell] (Nuclei) Compactness (AVG),[Cell] (Nuclei) Compactness (SD),[Cell] (Nuclei) Anisometry (AVG),[Cell] (Nuclei) Anisometry (SD),[Cell] (Nuclei) MeanIntensity CH1 (AVG),[Cell] (Nuclei) MeanIntensity CH1 (SD),[Cell] (Nuclei) MeanIntensity CH2 (AVG),[Cell] (Nuclei) MeanIntensity CH2 (SD),[Cell] (Foci (Nuclei)) COUNT (AVG),[Cell] (Foci (Nuclei)) COUNT (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (SD),[Cell] Focci intensity norm (AVG),[Cell] Focci intensity norm (SD)
5,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,12,siPLK1,0,5,Test,,0,0,uM,2023-02-09 15:40:10 +01:00,1,0,,52,278.7144,79.9774,-19.1953,664.0607,-97.0520,681.4887,105.5759,52.2453,125.6652,52.2852,89.4633,55.4379,109.3890,55.8429,22.9817,3.6299,75.1192,16.6328,0.663494,0.113591,1.732737,0.854858,1.402681,0.279000,469.4549,55.5700,727.1212,206.8725,63.92,8.99,20930.77,6723.43,16166.16,4733.11,1165.2520,301.9638,1023.0960,238.9517,79.390360,29.926661
15,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,13,siPLK1,100,5,Test,,0,0,uM,2023-02-09 17:12:23 +01:00,1,0,,169,226.6825,68.7477,-25.3054,596.6591,-109.4120,669.0148,100.6199,59.5297,119.3265,60.2278,96.6831,56.7478,114.9746,57.0446,21.7546,3.3271,70.4791,15.2062,0.604640,0.132535,1.900793,0.880293,1.509283,0.317692,412.9169,64.8939,510.4566,143.9768,65.99,8.86,14313.14,4012.54,11897.41,2894.14,843.3942,186.7301,772.8417,152.9213,72.556505,38.728497
6,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,14,siDDX17,0,6,Test,,0,0,uM,2023-02-09 15:43:01 +01:00,1,0,,616,303.6333,46.4392,46.1396,605.3212,29.9925,627.3442,90.0413,59.2366,110.3903,59.3350,99.5586,56.6397,119.8821,56.7193,23.5550,2.5174,67.5693,5.5190,0.703722,0.110897,1.206442,0.107211,1.448201,0.260568,421.0192,47.7466,972.5030,133.6893,61.18,8.03,30734.18,5483.25,22508.89,5139.90,1461.3935,207.0158,1241.4481,186.3112,103.173191,22.101232
16,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,15,siDDX17,100,6,Test,,0,0,uM,2023-02-09 17:09:31 +01:00,1,0,,3521,251.7444,44.4581,35.8980,622.6428,-97.6824,622.2025,98.4820,57.6216,117.0704,57.6757,98.2452,57.1478,116.7656,57.2606,21.3145,2.4180,62.0171,5.8375,0.708120,0.101967,1.229868,0.140268,1.426874,0.252568,387.9450,54.3818,823.6247,156.7203,63.99,8.60,26005.64,5417.29,19629.16,4081.77,1284.2274,210.3195,1110.7480,178.0164,106.229760,28.157000
7,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,16,siSETX,0,7,Test,,0,0,uM,2023-02-09 15:45:53 +01:00,1,0,,1563,260.4513,44.0325,-23.9829,646.0565,-28.8213,630.2511,94.1440,56.4340,113.0628,56.5279,95.7573,56.5469,114.6563,56.7200,22.0126,2.4756,62.9140,5.6221,0.690239,0.111386,1.222144,0.118783,1.476830,0.297516,446.8326,56.5271,756.6326,160.9839,62.49,8.25,21403.94,5179.00,16043.08,3936.98,1125.7767,203.9405,985.2539,169.8048,84.370567,24.216584
17,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,17,siSETX,100,7,Test,,0,0,uM,2023-02-09 17:06:39 +01:00,1,0,,2318,243.4109,51.7362,9.6889,618.6181,-63.7780,606.0658,99.0634,57.2335,117.2498,57.3014,98.0567,55.8522,116.2992,56.1145,20.9566,2.4758,60.7618,6.2958,0.703455,0.101389,1.226733,0.120443,1.435664,0.258226,427.0211,66.5038,516.0785,107.8738,64.00,8.67,15411.58,3049.31,12127.63,2393.23,867.9075,133.6353,772.9706,118.1000,67.090211,23.731470
8,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,18,siMSH3,0,8,Test,,0,0,uM,2023-02-09 15:48:45 +01:00,1,0,,283,314.6985,50.6122,62.7334,568.4791,-15.8775,625.8345,93.1378,59.6661,113.8761,59.6578,105.7288,57.1157,126.4450,57.4119,24.2422,2.3998,68.8159,5.3977,0.685170,0.099287,1.207866,0.073387,1.487974,0.246260,402.9147,45.9883,1013.2173,133.4654,61.97,8.05,33318.91,5868.15,25343.19,5636.35,1551.5164,218.3158,1344.2758,210.1766,108.138149,23.564011
18,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,19,siMSH3,100,8,Test,,0,0,uM,2023-02-09 17:03:48 +01:00,1,0,,1587,258.9711,44.8123,42.6471,609.4602,-97.8027,600.2662,98.5877,57.2665,117.3195,57.4869,97.7065,57.1191,116.7246,57.2825,22.0853,2.4319,62.9472,5.6492,0.679870,0.099261,1.230051,0.114551,1.489466,0.264188,376.7994,52.0991,768.7548,159.5937,63.15,8.30,25165.17,5450.11,18602.19,4140.35,1235.8442,210.8936,1062.0248,185.7284,99.828386,27.207263
9,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,20,siTHOC1,0,9,Test,,0,0,uM,2023-02-09 15:51:37 +01:00,1,0,,1605,304.8136,46.7223,63.2496,624.9047,-54.9291,633.7244,95.0702,57.6995,115.3450,57.6734,93.9518,56.3001,114.2842,56.3811,23.3729,2.2426,67.5329,5.4003,0.714999,0.104872,1.200875,0.114826,1.419616,0.246844,419.6328,48.6710,748.7858,127.2105,61.99,8.19,22888.15,4509.14,16991.10,3590.93,1164.1223,171.2017,1009.5041,146.5504,77.026132,19.911552
19,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,21,siTHOC1,100,9,Test,,0,0,uM,2023-02-09 17:00:56 +01:00,1,0,,2972,264.4233,51.3633,22.8502,612.7882,-81.4268,619.2946,97.6069,57.2735,116.6016,57.3171,98.5659,56.5053,117.4685,56.7858,21.8327,2.5097,63.1882,5.9956,0.707592,0.103805,1.218298,0.118243,1.426305,0.258105,405.0406,55.9156,519.2760,87.1985,64.72,8.48,16121.87,2762.05,13233.31,2155.09,891.6820,115.3532,816.7808,99.9815,63.674638,19.080389
