ID,MeasurementTitle,PlateName,WellID,Row,Column,RowName,ColumnName,WellName,Compound,Dose,GraphSeriesNo,ControlType,CellName,SampleVolume,ReagentVolume,Unit,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuclei) Area (AVG),[Cell] (Nuclei) Area (SD),[Cell] (Nuclei) X-CoordinateInWell (AVG),[Cell] (Nuclei) X-CoordinateInWell (SD),[Cell] (Nuclei) Y-CoordinateInWell (AVG),[Cell] (Nuclei) Y-CoordinateInWell (SD),[Cell] (Nuclei) MinX (AVG),[Cell] (Nuclei) MinX (SD),[Cell] (Nuclei) MaxX (AVG),[Cell] (Nuclei) MaxX (SD),[Cell] (Nuclei) MinY (AVG),[Cell] (Nuclei) MinY (SD),[Cell] (Nuclei) MaxY (AVG),[Cell] (Nuclei) MaxY (SD),[Cell] (Nuclei) Diameter (AVG),[Cell] (Nuclei) Diameter (SD),[Cell] (Nuclei) Circumference (AVG),[Cell] (Nuclei) Circumference (SD),[Cell] (Nuclei) Circularity (AVG),[Cell] (Nuclei) Circularity (SD),[Cell] (Nuclei) Compactness (AVG),[Cell] (Nuclei) Compactness (SD),[Cell] (Nuclei) Anisometry (AVG),[Cell] (Nuclei) Anisometry (SD),[Cell] (Nuclei) MeanIntensity CH1 (AVG),[Cell] (Nuclei) MeanIntensity CH1 (SD),[Cell] (Nuclei) MeanIntensity CH2 (AVG),[Cell] (Nuclei) MeanIntensity CH2 (SD),[Cell] (Foci (Nuclei)) COUNT (AVG),[Cell] (Foci (Nuclei)) COUNT (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (SD),[Cell] Focci intensity norm (AVG),[Cell] Focci intensity norm (SD)
31,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,203,9,11,I,11,I-11,siLuc,100,4,Test,,0,0,uM,2023-02-09 17:15:15 +01:00,1,0,,705,306.6612,51.6349,101.4733,592.2199,-51.2479,595.8368,102.0661,56.5015,122.4538,56.4359,95.9852,57.4657,116.3605,57.5979,23.3627,2.4819,67.6903,5.9108,0.719607,0.110424,1.200607,0.107831,1.413724,0.265056,415.0220,54.3270,902.8524,139.6783,103.41,20.64,27159.22,4709.12,20619.96,3820.17,1360.6705,190.0780,1178.8836,169.8366,90.707726,20.137346
44,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,204,9,12,I,12,I-12,siPLK1,100,5,Test,,0,0,uM,2023-02-09 17:12:23 +01:00,1,0,,56,324.2359,67.2064,138.5131,660.2816,-52.7251,644.7105,111.4049,55.6825,132.4724,55.5820,94.0341,49.4600,115.5115,50.1766,24.3421,2.8208,76.1664,11.5896,0.699824,0.132395,1.486547,0.503744,1.399228,0.302694,455.9632,55.7385,582.1125,134.8819,120.79,33.03,16224.07,3527.50,13125.91,2624.20,942.2235,168.3839,859.2397,147.0013,53.146464,22.470773
59,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,205,9,13,I,13,I-13,siDDX17,100,6,Test,,0,0,uM,2023-02-09 17:09:31 +01:00,1,0,,513,313.2086,53.3694,-1.4517,574.8061,-289.6846,590.9761,91.0181,59.3391,111.5482,59.4717,103.3694,57.1812,123.8904,57.4354,23.2632,2.3158,68.3062,5.8568,0.739317,0.099990,1.195662,0.090401,1.372540,0.221818,380.6918,46.1718,960.0354,136.7296,99.54,16.40,29463.72,4764.63,22098.50,3671.34,1448.2876,192.8332,1232.7696,161.5322,96.195868,20.035781
49,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,206,9,14,I,14,I-14,siSETX,100,7,Test,,0,0,uM,2023-02-09 17:06:39 +01:00,1,0,,872,288.1423,52.7419,-14.8349,585.0037,-11.9808,625.1114,94.3254,55.3673,113.9486,55.4460,89.3837,54.6491,109.2182,54.8836,22.4757,2.3110,65.7444,6.4530,0.726747,0.102916,1.210700,0.206386,1.388878,0.234498,413.5229,55.2658,659.0544,125.5982,107.58,25.09,19002.34,3662.07,14657.95,2888.33,1034.8480,159.1993,907.3194,143.5266,68.385346,19.512670
52,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,207,9,15,I,15,I-15,siMSH3,100,8,Test,,0,0,uM,2023-02-09 17:03:48 +01:00,1,0,,234,313.0386,50.3122,-61.8975,560.9404,-195.0182,534.0515,82.8051,59.2366,103.0248,59.5800,99.8389,56.4698,120.9677,56.6304,24.1948,2.2671,68.5832,5.3378,0.683046,0.090448,1.205065,0.063174,1.486386,0.228506,374.7315,52.6090,940.3084,149.8651,103.03,21.15,29406.18,5310.98,22243.06,4534.27,1434.7909,218.7594,1235.7898,200.8931,95.729885,20.591907
48,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,208,9,16,I,16,I-16,siTHOC1,100,9,Test,,0,0,uM,2023-02-09 17:00:56 +01:00,1,0,,953,310.3616,50.0442,2.4364,597.0482,-6.2699,622.2157,100.3156,56.0757,120.6099,56.0787,88.6626,54.0721,109.2865,54.3072,23.3329,2.2161,68.1236,5.6860,0.727700,0.098542,1.201009,0.111580,1.387630,0.227823,409.0978,51.3392,652.2869,96.5553,104.79,20.35,19257.68,2906.83,15320.46,2270.78,1040.8173,124.8319,923.5069,106.9357,63.856698,15.249758
46,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,209,9,17,I,17,I-17,NT,100,10,Test,,0,0,uM,2023-02-09 16:56:54 +01:00,1,0,,1157,321.2852,52.5555,-50.8177,611.7201,-30.8509,643.2558,97.7058,57.1178,118.4143,57.0989,92.6557,55.7070,113.3926,56.0366,23.6814,2.4615,68.7819,5.5668,0.733404,0.101507,1.180702,0.062989,1.386504,0.229120,384.2821,49.8296,772.9391,139.4209,112.28,24.81,22275.91,4185.06,17029.57,3278.68,1169.3978,175.6577,1018.5979,152.9275,71.317398,18.492279
4,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,224,10,8,J,8,J-08,NT,100,1,Test,,0,0,uM,2023-02-09 17:27:50 +01:00,1,0,,837,334.4083,56.9062,-95.8221,592.2787,-88.6578,576.4957,93.6057,56.0696,115.0157,56.1278,94.1288,56.3972,115.1535,56.6122,24.4383,2.6154,70.3787,5.9785,0.718463,0.107983,1.188035,0.072730,1.421410,0.255192,411.8845,49.3629,707.2152,109.5014,113.22,25.73,20608.73,3318.75,15845.84,2580.99,1101.1963,141.1281,958.3038,123.0616,63.382149,15.087815
36,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,225,10,9,J,9,J-09,siCON1 ,100,2,Test,,0,0,uM,2023-02-09 17:30:42 +01:00,1,0,,623,303.5443,46.5271,-34.3215,627.7812,-39.4781,597.6029,94.8553,56.2908,115.1779,56.0916,95.1819,55.9835,115.4457,55.8122,23.4348,2.4255,67.5986,5.3625,0.709721,0.106786,1.206914,0.090880,1.432555,0.264131,429.9846,50.0960,789.3810,134.0588,104.59,21.06,23924.33,4559.26,18056.61,3416.34,1232.5923,186.7034,1062.5414,154.8693,80.403719,18.680803
42,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,226,10,10,J,10,J-10,siCON2,100,3,Test,,0,0,uM,2023-02-09 17:33:34 +01:00,1,0,,441,337.5081,53.1424,-85.4700,597.9392,-64.5930,635.5386,96.2935,58.5723,118.1140,58.6659,93.2832,56.0352,114.8845,56.0779,25.3059,2.7277,72.3945,6.2580,0.679240,0.123502,1.249061,0.147861,1.507315,0.334339,428.2889,49.6511,749.1319,140.6747,105.44,21.18,22792.91,4300.14,17369.71,3535.08,1179.2269,180.6675,1021.7956,163.1831,69.300693,17.558076
