ID,MeasurementTitle,PlateName,WellID,Row,Column,RowName,ColumnName,WellName,Compound,Dose,GraphSeriesNo,ControlType,CellName,SampleVolume,ReagentVolume,Unit,DateTime,Timepoint,ElapsedTime,Description,[Cell] Count,[Cell] (Nuclei) Area (AVG),[Cell] (Nuclei) Area (SD),[Cell] (Nuclei) X-CoordinateInWell (AVG),[Cell] (Nuclei) X-CoordinateInWell (SD),[Cell] (Nuclei) Y-CoordinateInWell (AVG),[Cell] (Nuclei) Y-CoordinateInWell (SD),[Cell] (Nuclei) MinX (AVG),[Cell] (Nuclei) MinX (SD),[Cell] (Nuclei) MaxX (AVG),[Cell] (Nuclei) MaxX (SD),[Cell] (Nuclei) MinY (AVG),[Cell] (Nuclei) MinY (SD),[Cell] (Nuclei) MaxY (AVG),[Cell] (Nuclei) MaxY (SD),[Cell] (Nuclei) Diameter (AVG),[Cell] (Nuclei) Diameter (SD),[Cell] (Nuclei) Circumference (AVG),[Cell] (Nuclei) Circumference (SD),[Cell] (Nuclei) Circularity (AVG),[Cell] (Nuclei) Circularity (SD),[Cell] (Nuclei) Compactness (AVG),[Cell] (Nuclei) Compactness (SD),[Cell] (Nuclei) Anisometry (AVG),[Cell] (Nuclei) Anisometry (SD),[Cell] (Nuclei) MeanIntensity CH1 (AVG),[Cell] (Nuclei) MeanIntensity CH1 (SD),[Cell] (Nuclei) MeanIntensity CH2 (AVG),[Cell] (Nuclei) MeanIntensity CH2 (SD),[Cell] (Foci (Nuclei)) COUNT (AVG),[Cell] (Foci (Nuclei)) COUNT (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) TotalIntensity CH2 MEDIAN (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 AVG (SD),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (AVG),[Cell] (Foci (Nuclei)) MeanIntensity CH2 MEDIAN (SD),[Cell] Focci intensity norm (AVG),[Cell] Focci intensity norm (SD)
32,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,184,8,16,H,16,H-16,siTHOC1,0,9,Test,,0,0,uM,2023-02-09 16:51:10 +01:00,1,0,,484,298.1338,44.8855,93.7611,632.7075,6.1628,631.0827,98.6741,56.8256,118.8323,56.5520,97.2859,56.8274,117.4305,56.8653,23.4830,2.3682,66.9291,5.0565,0.695943,0.113083,1.205308,0.086261,1.468700,0.275637,437.4777,48.1191,702.9564,114.2400,62.94,8.38,21847.46,4070.05,16553.90,3238.48,1119.3052,155.5611,978.3396,129.2178,75.086361,18.661761
58,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,185,8,17,H,17,H-17,NT,0,10,Test,,0,0,uM,2023-02-09 16:54:02 +01:00,1,0,,698,283.4995,46.7769,63.2802,607.8347,-31.4767,605.5220,95.0486,55.7070,114.9557,55.4578,99.1239,57.1001,118.6042,57.2008,22.8474,2.6559,65.3300,5.5081,0.697754,0.110292,1.209799,0.098580,1.460782,0.290483,402.2660,51.4872,700.3766,119.8090,65.00,8.77,20706.04,3773.20,15253.69,2769.98,1082.9198,148.4469,933.5634,123.6733,75.375633,20.105729
39,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,200,9,8,I,8,I-08,NT,100,1,Test,,0,0,uM,2023-02-09 17:23:50 +01:00,1,0,,391,260.1540,47.1338,-110.7636,564.5209,-34.0692,565.9433,94.0279,56.8525,113.0800,56.8211,96.5863,56.5168,115.5991,56.4735,22.5205,2.8183,63.3270,5.6917,0.661827,0.120479,1.241688,0.120785,1.552619,0.343496,416.9392,59.8309,536.1551,84.3729,64.57,8.53,16140.99,2606.92,13291.68,1876.08,899.4729,108.4823,822.3810,91.4173,64.299021,16.842067
20,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,201,9,9,I,9,I-09,siCON1 ,100,2,Test,,0,0,uM,2023-02-09 17:20:58 +01:00,1,0,,603,234.5459,40.6725,-73.1167,571.3483,-121.2938,597.1343,98.0548,55.4048,116.1818,55.6724,100.6561,56.1242,118.9868,56.4167,21.6378,2.6411,60.9312,5.3205,0.646577,0.120682,1.275607,0.137981,1.582503,0.386183,444.4648,71.0102,696.7116,140.0097,63.61,8.59,21826.40,4821.39,16861.55,3392.23,1125.3531,187.8301,1001.2243,156.7998,95.413982,24.889363
2,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,202,9,10,I,10,I-10,siCON2,100,3,Test,,0,0,uM,2023-02-09 17:18:06 +01:00,1,0,,594,272.0229,53.2025,10.9928,624.0275,33.5104,608.6619,98.7045,57.9677,118.3987,58.1961,95.3372,57.6087,115.1078,57.5393,23.5632,3.1500,66.1796,6.8512,0.631080,0.115800,1.303169,0.175481,1.600892,0.374048,437.3615,59.8719,708.5092,138.5347,63.78,8.75,23024.59,4519.36,17204.48,3338.78,1159.9736,178.2845,1010.3419,159.3134,88.861272,29.277903
31,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,203,9,11,I,11,I-11,siLuc,100,4,Test,,0,0,uM,2023-02-09 17:15:15 +01:00,1,0,,958,251.5049,47.9088,-11.1296,623.6421,-105.9051,623.7118,94.9974,57.4311,113.5646,57.4665,101.8797,56.7857,120.5166,56.9318,21.5070,2.6062,61.8828,5.7581,0.695516,0.110741,1.227801,0.111228,1.458560,0.294377,409.3712,63.0439,828.3601,149.5835,64.29,8.49,25527.15,4998.14,19619.11,3964.02,1272.7301,195.2124,1120.5336,171.2075,105.057357,28.299679
44,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,204,9,12,I,12,I-12,siPLK1,100,5,Test,,0,0,uM,2023-02-09 17:12:23 +01:00,1,0,,50,214.0869,62.0661,-44.8836,636.9310,-32.4950,747.5747,103.2405,62.5393,121.7023,62.8957,101.7469,58.3012,119.5622,59.6487,21.3441,3.0117,70.9847,14.3935,0.592618,0.141316,2.061477,0.953471,1.540945,0.340960,439.2194,76.7905,552.4489,149.9492,65.08,9.04,14953.69,3809.01,12442.73,3114.79,885.3414,171.3789,817.0757,155.3778,78.989716,37.987659
59,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,205,9,13,I,13,I-13,siDDX17,100,6,Test,,0,0,uM,2023-02-09 17:09:31 +01:00,1,0,,1222,251.5189,44.4887,32.6362,632.3070,-173.3201,622.0349,100.1948,58.4330,118.8058,58.5474,97.1383,58.7947,115.6291,58.7673,21.2511,2.3248,61.9586,5.6271,0.710550,0.100004,1.227692,0.110114,1.418569,0.241410,380.8047,50.8298,908.8864,145.2162,63.15,8.35,28482.66,5286.47,21422.45,4248.52,1381.9818,205.4346,1195.5842,180.3053,116.205619,27.566679
49,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,206,9,14,I,14,I-14,siSETX,100,7,Test,,0,0,uM,2023-02-09 17:06:39 +01:00,1,0,,1057,238.0665,50.6056,34.1624,610.9995,-78.4254,608.5926,99.9428,58.0300,118.0190,58.1292,99.6351,55.1627,117.6498,55.5180,20.7276,2.3810,60.3103,6.2408,0.702326,0.100729,1.236152,0.126595,1.437070,0.260603,411.3846,62.3473,576.2954,111.3943,64.09,8.69,17119.19,3107.65,13421.88,2518.02,942.4810,135.4028,837.5751,121.0918,76.162553,26.154709
52,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,207,9,15,I,15,I-15,siMSH3,100,8,Test,,0,0,uM,2023-02-09 17:03:48 +01:00,1,0,,485,255.0235,45.7331,12.8245,591.4027,-143.3770,559.5197,98.0412,56.6328,116.5631,56.7459,98.1443,57.7262,117.2033,58.0840,22.1214,2.4577,62.6993,5.7603,0.667289,0.099876,1.240184,0.126835,1.515066,0.269064,382.5815,52.0618,867.7105,153.7207,62.76,8.23,28260.86,5244.40,20848.72,4369.64,1361.6980,203.6950,1168.3182,196.5738,113.805088,27.668195
48,Aurora 384_jd foci siRNA SP TP-JD035_20230209_152834,TP-JD035,208,9,16,I,16,I-16,siTHOC1,100,9,Test,,0,0,uM,2023-02-09 17:00:56 +01:00,1,0,,1027,260.2925,51.0029,59.9292,606.5663,-78.9547,622.8052,96.9177,57.0430,115.7172,57.0478,98.8359,55.8633,117.6299,56.2518,21.5878,2.4194,62.7958,6.0882,0.710549,0.099962,1.222857,0.123114,1.412701,0.236767,398.9758,54.6563,576.3854,91.3498,65.04,8.55,17683.83,2943.69,14320.74,2314.58,960.1638,120.4721,870.7725,105.0469,71.046758,20.912882
